numb,stpost,fips,year,code,eg_adj,eg_adj_avg,bias,mmd,wasted_dem,wasted_rep,votes_dem,votes_twop,votepct_dem,median_dem,seats,seats_dem,seatpct_dem,oseats,seats_contested,commission,court,divided,unified_dem,unified_rep,unified,non-unified,redist.year,plan,firstelection,planelections,dw-nom_med,dw-nom_med_lag,dw-nom_avg,pop_black,pop_hisp,seats_black,seats_hisp,urbanization,section 5,wrongwin
102,GA,13,2004,GA2004,0.087,0.086,-0.027,-0.011,729125,834783,1368276,3127817,0.437,0.426,13,6,0.462,0,7,0,0,0,1,0,1,0,2002,GA4,0,2,0.668,0.548,0.275,0.291,0.067,0.308,0.000,0.730,1,
103,GA,13,2006,GA2006,0.074,0.025,-0.038,-0.118,495218,552426,930231,2095284,0.444,0.326,13,6,0.462,0,12,0,0,0,1,0,1,0,2006,GA4.1,1,3,0.698,0.668,0.313,0.295,0.074,0.308,0.000,0.737,1,
104,GA,13,2008,GA2008,-0.020,0.025,-0.038,-0.098,1038651,810138,1814077,3697580,0.491,0.393,13,6,0.462,0,11,0,0,0,1,0,1,0,2006,GA4.1,0,3,0.7415,0.698,0.371,0.298,0.081,0.308,0.000,0.744,1,
105,GA,13,2010,GA2010,0.021,0.025,-0.038,-0.103,664313,618671,1108075,2565969,0.432,0.329,13,5,0.385,0,10,0,0,0,1,0,1,0,2006,GA4.1,0,3,0.786,0.7415,0.414,0.301,0.088,0.308,0.000,0.751,1,
106,GA,13,2012,GA2012,-0.070,-0.083,-0.143,-0.101,1034317,812473,1713009,3693574,0.464,0.363,14,5,0.357,0,11,0,0,0,0,1,1,0,2012,GA5,1,3,0.807,0.786,0.451,0.304,0.095,0.286,0.000,0.758,1,
107,GA,13,2014,GA2014,-0.075,-0.083,-0.139,-0.087,716234,535564,1077279,2503596,0.430,0.343,14,4,0.286,0,7,0,0,0,0,1,1,0,2012,GA5,0,3,,0.807,,0.307,0.102,0.286,0.000,0.765,1,
108,GA,13,2016,GA2016,-0.103,-0.083,-0.214,-0.071,1219503,784586,1781401,4008178,0.444,0.373,14,4,0.286,0,9,0,0,0,0,1,1,0,2012,GA5,0,3,,,,0.311,0.109,0.286,0.000,0.772,1,
109,IL,17,1972,IL1972,-0.067,-0.042,-0.084,-0.044,1348245,921619,2232886,4539733,0.492,0.447,24,10,0.417,0,22,0,1,0,0,0,0,1,1972,IL1,1,5,0.0685,,-0.041,0.131,0.037,0.083,0.000,0.832,0,
110,IL,17,1974,IL1974,-0.088,-0.042,-0.084,-0.048,842705,582322,1610453,2850055,0.565,0.517,24,13,0.542,0,23,0,1,0,0,0,0,1,1972,IL1,0,5,-0.2135,0.0685,-0.122,0.135,0.042,0.083,0.000,0.832,0,
111,IL,17,1976,IL1976,-0.031,-0.042,-0.042,-0.035,1218825,960916,2246614,4359482,0.515,0.481,24,12,0.500,0,24,0,1,0,0,0,0,1,1972,IL1,0,5,-0.091,-0.2135,-0.101,0.138,0.047,0.083,0.000,0.833,0,
112,IL,17,1978,IL1978,-0.022,-0.042,-0.083,-0.066,852384,691096,1513523,3086965,0.490,0.424,24,11,0.458,0,23,0,1,0,0,0,0,1,1972,IL1,0,5,0.007,-0.091,-0.055,0.142,0.051,0.083,0.000,0.833,0,
113,IL,17,1980,IL1980,-0.001,-0.042,-0.083,-0.073,1286401,946800,2048658,4466405,0.459,0.386,24,10,0.417,0,24,0,1,0,0,0,0,1,1972,IL1,0,5,0.0715,0.007,-0.035,0.145,0.056,0.125,0.000,0.833,0,
114,IL,17,1982,IL1982,-0.113,0.014,-0.045,-0.063,1069447,722463,2076428,3583820,0.579,0.516,22,12,0.545,0,21,0,1,0,0,0,0,1,1982,IL2,1,5,-0.169,0.0715,-0.073,0.145,0.061,0.182,0.000,0.836,0,
115,IL,17,1984,IL1984,0.057,0.014,0.011,0.028,1034457,1259610,2370892,4588140,0.517,0.545,22,13,0.591,0,21,0,1,0,0,0,0,1,1982,IL2,0,5,-0.219,-0.169,-0.106,0.145,0.065,0.136,0.000,0.838,0,
116,IL,17,1986,IL1986,-0.008,0.014,-0.003,-0.005,742768,769404,1661005,3024344,0.549,0.544,22,13,0.591,0,21,0,1,0,0,0,0,1,1982,IL2,0,5,-0.237,-0.219,-0.097,0.146,0.070,0.136,0.000,0.841,0,
117,IL,17,1988,IL1988,0.073,0.014,0.045,0.086,997874,1185069,2321265,4365888,0.532,0.618,22,14,0.636,0,21,0,1,0,0,0,0,1,1982,IL2,0,5,-0.2155,-0.237,-0.093,0.146,0.074,0.136,0.000,0.843,0,
118,IL,17,1990,IL1990,0.061,0.014,0.084,0.098,731253,843215,1765394,3148936,0.561,0.658,22,15,0.682,0,17,0,1,0,0,0,0,1,1982,IL2,0,5,-0.24,-0.2155,-0.121,0.146,0.079,0.136,0.000,0.846,0,
119,IL,17,1992,IL1992,-0.022,-0.042,0.000,0.019,1280928,1106273,2677685,4774402,0.561,0.580,20,12,0.600,0,20,0,1,0,0,0,0,1,1992,IL3,1,5,-0.203,-0.24,-0.048,0.147,0.088,0.150,0.050,0.852,0,
120,IL,17,1994,IL1994,0.042,-0.042,0.000,0.020,723955,821746,1480382,3091408,0.479,0.499,20,10,0.500,0,19,0,1,0,0,0,0,1,1992,IL3,0,5,-0.168,-0.203,0.002,0.148,0.097,0.150,0.050,0.859,0,
121,IL,17,1996,IL1996,-0.095,-0.042,-0.050,-0.037,1292229,775232,2263434,4134927,0.547,0.510,20,10,0.500,0,18,0,1,0,0,0,0,1,1992,IL3,0,5,0.043,-0.168,0.050,0.148,0.105,0.150,0.050,0.865,0,
122,IL,17,1998,IL1998,-0.060,-0.042,-0.050,-0.066,983194,671988,1754502,3310364,0.530,0.464,20,10,0.500,0,16,0,1,0,0,0,0,1,1992,IL3,0,5,0.048,0.043,0.067,0.149,0.114,0.150,0.050,0.872,0,
123,IL,17,2000,IL2000,-0.075,-0.042,-0.053,-0.019,1413762,783951,2363192,4395433,0.538,0.519,20,10,0.500,0,17,0,1,0,0,0,0,1,1992,IL3,0,5,0.0595,0.048,0.078,0.150,0.123,0.150,0.050,0.878,0,
124,IL,17,2002,IL2002,-0.052,-0.081,-0.033,-0.061,1012889,692234,1748261,3410243,0.513,0.452,19,9,0.474,0,17,0,0,1,0,0,0,1,2002,IL4,1,5,0.407,0.0595,0.104,0.149,0.130,0.158,0.053,0.879,0,Y
125,IL,17,2004,IL2004,-0.052,-0.081,-0.026,-0.022,1502032,999433,2697409,5002930,0.539,0.517,19,10,0.526,0,18,0,0,1,0,0,0,1,2002,IL4,0,5,-0.182,0.407,0.060,0.147,0.137,0.158,0.053,0.881,0,
126,IL,17,2006,IL2006,-0.102,-0.081,-0.084,-0.028,1138309,598358,1958781,3473340,0.564,0.536,19,10,0.526,0,18,0,0,1,0,0,0,1,2002,IL4,0,5,-0.209,-0.182,0.072,0.146,0.144,0.158,0.053,0.882,0,
127,IL,17,2008,IL2008,-0.078,-0.081,0.011,0.024,1584220,1019422,3148006,5207275,0.605,0.629,19,12,0.632,0,18,0,0,1,0,0,0,1,2002,IL4,0,5,-0.244,-0.209,0.019,0.144,0.151,0.158,0.053,0.884,0,
128,IL,17,2010,IL2010,-0.122,-0.081,-0.079,-0.033,1236153,562011,1876316,3596332,0.522,0.489,19,8,0.421,0,19,0,0,1,0,0,0,1,2002,IL4,0,5,0.574,-0.244,0.241,0.143,0.158,0.158,0.053,0.885,0,Y
129,IL,17,2012,IL2012,0.058,0.036,-0.056,-0.007,1180346,1295415,2743702,4951520,0.554,0.547,18,12,0.667,0,18,0,0,0,1,0,1,0,2012,IL5,1,3,-0.225,0.574,-0.007,0.142,0.165,0.167,0.056,0.886,0,
130,IL,17,2014,IL2014,0.027,0.036,0.056,0.030,921529,850793,1822779,3544644,0.514,0.545,18,10,0.556,0,18,0,0,0,1,0,1,0,2012,IL5,0,3,,-0.225,,0.140,0.172,0.167,0.056,0.888,0,
131,IL,17,2016,IL2016,0.022,0.036,0.052,0.048,1391184,1317339,2950699,5417046,0.545,0.593,18,11,0.611,0,14,0,0,0,1,0,1,0,2012,IL5,0,3,,,,0.139,0.179,0.167,0.056,0.889,0,
132,IN,18,1972,IN1972,-0.060,0.089,-0.045,-0.009,601857,451818,973706,2107352,0.462,0.453,11,4,0.364,0,11,0,0,0,0,1,1,0,1972,IN1,1,5,0.184,,0.095,0.070,0.014,0.000,0.000,0.648,0,
133,IN,18,1974,IN1974,0.210,0.089,-0.136,-0.020,264511,598904,956675,1726829,0.554,0.534,11,9,0.818,0,11,0,0,0,0,1,1,0,1972,IN1,0,5,-0.17,0.184,-0.164,0.071,0.014,0.000,0.000,0.646,0,
134,IN,18,1976,IN1976,0.156,0.089,0.130,0.016,381988,701269,1160504,2166515,0.536,0.552,11,8,0.727,0,10,0,0,0,0,1,1,0,1972,IN1,0,5,-0.153,-0.17,-0.083,0.072,0.015,0.000,0.000,0.645,0,
135,IN,18,1978,IN1978,0.087,0.089,0.045,0.037,324360,391869,751940,1432453,0.525,0.562,11,7,0.636,0,11,0,0,0,0,1,1,0,1972,IN1,0,5,-0.086,-0.153,-0.047,0.074,0.015,0.000,0.000,0.643,0,
136,IN,18,1980,IN1980,0.051,0.089,0.045,0.005,503404,590148,1087115,2187106,0.497,0.502,11,6,0.545,0,11,0,0,0,0,1,1,0,1972,IN1,0,5,-0.075,-0.086,-0.019,0.075,0.016,0.000,0.000,0.642,0,Y
137,IN,18,1982,IN1982,0.015,0.064,0.000,0.010,436781,459273,882378,1792109,0.492,0.503,10,5,0.500,0,10,0,0,0,0,1,1,0,1982,IN2,1,5,0.044,-0.075,0.045,0.075,0.016,0.100,0.000,0.643,0,
138,IN,18,1984,IN1984,-0.042,0.064,0.000,0.016,603000,478979,1019666,2163959,0.471,0.487,10,4,0.400,0,10,0,0,0,0,1,1,0,1982,IN2,0,5,0.0535,0.044,0.061,0.076,0.017,0.000,0.000,0.645,0,
139,IN,18,1986,IN1986,0.079,0.064,0.100,0.014,326800,445477,788419,1544554,0.510,0.525,10,6,0.600,0,10,0,0,0,0,1,1,0,1982,IN2,0,5,-0.121,0.0535,0.007,0.076,0.017,0.000,0.000,0.646,0,
140,IN,18,1988,IN1988,0.065,0.064,0.100,0.030,488268,571709,1096834,2119958,0.517,0.548,10,6,0.600,0,10,0,0,0,0,1,1,0,1982,IN2,0,5,-0.166,-0.121,-0.043,0.077,0.018,0.000,0.000,0.648,0,
141,IN,18,1990,IN1990,0.202,0.064,0.000,0.022,242621,513923,830500,1513093,0.549,0.570,10,8,0.800,0,10,0,0,0,0,1,1,0,1982,IN2,0,5,-0.1675,-0.166,-0.093,0.077,0.018,0.000,0.000,0.649,0,
142,IN,18,1992,IN1992,0.106,0.028,0.100,0.036,451822,650279,1205869,2204203,0.547,0.583,10,7,0.700,0,10,0,0,1,0,0,0,1,1992,IN3,1,5,-0.142,-0.1675,-0.012,0.078,0.021,0.000,0.000,0.661,0,
143,IN,18,1994,IN1994,0.035,0.028,0.200,0.033,398327,372939,667454,1542536,0.433,0.466,10,4,0.400,0,10,0,0,1,0,0,0,1,1992,IN3,0,5,0.3775,-0.142,0.287,0.079,0.025,0.000,0.000,0.673,0,
144,IN,18,1996,IN1996,-0.012,0.028,0.000,-0.006,546777,473732,930919,2041016,0.456,0.450,10,4,0.400,0,10,0,0,1,0,0,0,1,1992,IN3,0,5,0.536,0.3775,0.284,0.081,0.028,0.100,0.000,0.684,0,
145,IN,18,1998,IN1998,0.023,0.028,0.000,-0.012,388686,378950,673322,1535273,0.439,0.427,10,4,0.400,0,10,0,0,1,0,0,0,1,1992,IN3,0,5,0.5445,0.536,0.279,0.082,0.032,0.100,0.000,0.696,0,
146,IN,18,2000,IN2000,-0.011,0.028,-0.100,-0.008,556314,490545,953167,2093721,0.455,0.448,10,4,0.400,0,10,0,0,1,0,0,0,1,1992,IN3,0,5,0.607,0.5445,0.326,0.083,0.035,0.100,0.000,0.708,0,
147,IN,18,2002,IN2002,-0.032,-0.014,0.056,0.040,411552,329078,640568,1481262,0.432,0.473,9,3,0.333,0,9,0,0,0,1,0,1,0,2002,IN4,1,5,0.646,0.607,0.385,0.084,0.040,0.111,0.000,0.711,0,
148,IN,18,2004,IN2004,-0.117,-0.014,0.056,0.032,759053,431338,999082,2380781,0.420,0.451,9,2,0.222,0,9,0,0,0,1,0,1,0,2002,IN4,0,5,0.639,0.646,0.461,0.086,0.045,0.111,0.000,0.714,0,
149,IN,18,2006,IN2006,0.067,-0.014,0.056,0.030,362045,460095,812496,1644281,0.494,0.524,9,5,0.556,0,9,0,0,0,1,0,1,0,2002,IN4,0,5,-0.064,0.639,0.136,0.087,0.050,0.111,0.000,0.718,0,Y
150,IN,18,2008,IN2008,-0.001,-0.014,0.056,0.072,685443,629327,1388963,2629540,0.528,0.601,9,5,0.556,0,9,0,0,0,1,0,1,0,2002,IN4,0,5,0.3275,-0.064,0.284,0.089,0.055,0.111,0.000,0.721,0,
151,IN,18,2010,IN2010,0.011,-0.014,-0.056,-0.017,436306,389760,679462,1652133,0.411,0.394,9,3,0.333,0,9,0,0,0,1,0,1,0,2002,IN4,0,5,0.71,0.3275,0.428,0.090,0.060,0.111,0.000,0.724,0,
152,IN,18,2012,IN2012,-0.194,-0.107,-0.167,-0.013,874062,373094,1142554,2494314,0.458,0.446,9,2,0.222,0,9,0,0,0,0,1,1,0,2012,IN5,1,3,0.634,0.71,0.481,0.091,0.065,0.111,0.000,0.727,0,
153,IN,18,2014,IN2014,-0.053,-0.107,-0.278,-0.036,379149,268783,502104,1295863,0.387,0.351,9,2,0.222,0,9,0,0,0,0,1,1,0,2012,IN5,0,3,,0.634,,0.093,0.070,0.111,0.000,0.730,0,
154,IN,18,2016,IN2016,-0.073,-0.107,-0.167,-0.040,755471,525211,1018565,2561367,0.398,0.358,9,2,0.222,0,8,0,0,0,0,1,1,0,2012,IN5,0,3,,,,0.094,0.075,0.111,0.000,0.734,0,
155,KY,21,1972,KY1972,0.208,0.043,0.214,0.112,152387,338421,493795,981615,0.503,0.615,7,5,0.714,0,7,0,0,0,1,0,1,0,1972,KY1,1,5,-0.179,,-0.113,0.071,0.004,0.000,0.000,0.520,0,
156,KY,21,1974,KY1974,-0.067,0.043,0.214,0.109,202717,129237,425272,663909,0.641,0.750,7,5,0.714,0,7,0,0,0,1,0,1,0,1972,KY1,0,5,-0.18,-0.179,-0.113,0.071,0.005,0.000,0.000,0.517,0,
157,KY,21,1976,KY1976,0.032,0.043,0.024,0.013,255143,257190,605561,1024668,0.591,0.604,7,5,0.714,0,6,0,0,0,1,0,1,0,1972,KY1,0,5,-0.181,-0.18,-0.115,0.071,0.006,0.000,0.000,0.515,0,
158,KY,21,1978,KY1978,0.012,0.043,0.063,0.148,150023,107246,272651,514539,0.530,0.677,7,4,0.571,0,5,0,0,0,1,0,1,0,1972,KY1,0,5,-0.066,-0.181,-0.059,0.070,0.007,0.000,0.000,0.512,0,
159,KY,21,1980,KY1980,0.028,0.043,0.068,0.126,290149,260190,574410,1100678,0.522,0.648,7,4,0.571,0,5,0,0,0,1,0,1,0,1972,KY1,0,5,-0.053,-0.066,-0.019,0.070,0.008,0.000,0.000,0.509,0,
160,KY,21,1982,KY1982,-0.108,0.018,0.068,0.080,234560,138261,439621,745639,0.590,0.669,7,4,0.571,0,6,0,0,0,1,0,1,0,1982,KY2,1,5,-0.041,-0.053,-0.012,0.070,0.008,0.000,0.000,0.511,0,
161,KY,21,1984,KY1984,0.014,0.018,0.070,0.092,307489,314289,657681,1243555,0.529,0.621,7,4,0.571,0,6,0,0,0,1,0,1,0,1982,KY2,0,5,-0.028,-0.041,-0.042,0.070,0.007,0.000,0.000,0.513,0,
162,KY,21,1986,KY1986,-0.044,0.018,0.047,0.094,206440,166697,416259,746274,0.558,0.652,7,4,0.571,0,4,0,0,0,1,0,1,0,1982,KY2,0,5,-0.016,-0.028,0.008,0.071,0.007,0.000,0.000,0.514,0,
163,KY,21,1988,KY1988,0.118,0.018,0.072,0.111,237169,364625,573700,1203590,0.477,0.587,7,4,0.571,0,5,0,0,0,1,0,1,0,1982,KY2,0,5,-0.003,-0.016,0.018,0.071,0.006,0.000,0.000,0.516,0,Y
164,KY,21,1990,KY1990,0.111,0.018,0.051,0.028,175445,269190,427156,889272,0.480,0.508,7,4,0.571,0,4,0,0,0,1,0,1,0,1982,KY2,0,5,0.009,-0.003,0.028,0.071,0.006,0.000,0.000,0.518,0,Y
165,MA,25,1972,MA1972,-0.025,0.050,0.021,0.063,525327,630222,1376919,2311096,0.596,0.659,12,8,0.667,1,5,0,0,0,1,0,1,0,1972,MA1,1,5,-0.3895,,-0.322,0.032,0.014,0.000,0.000,0.844,0,
166,MA,25,1974,MA1974,0.026,0.050,0.075,0.124,390421,381586,1009091,1544013,0.654,0.777,12,10,0.833,0,6,0,0,0,1,0,1,0,1972,MA1,0,5,-0.3955,-0.3895,-0.342,0.033,0.017,0.000,0.000,0.843,0,
167,MA,25,1976,MA1976,0.059,0.050,0.086,0.066,541885,648746,1516903,2381258,0.637,0.703,12,10,0.833,0,8,0,0,0,1,0,1,0,1972,MA1,0,5,-0.41,-0.3955,-0.334,0.034,0.020,0.000,0.000,0.841,0,
168,MA,25,1978,MA1978,0.075,0.050,0.117,0.046,406937,524887,1172113,1863647,0.629,0.675,12,10,0.833,0,6,0,0,0,1,0,1,0,1972,MA1,0,5,-0.325,-0.41,-0.311,0.036,0.022,0.000,0.000,0.840,0,
169,MA,25,1980,MA1980,0.115,0.050,0.103,0.074,470488,708300,1436129,2357578,0.609,0.683,12,10,0.833,0,9,0,0,0,1,0,1,0,1972,MA1,0,5,-0.33,-0.325,-0.317,0.037,0.025,0.000,0.000,0.838,0,
170,MA,25,1982,MA1982,0.080,0.101,0.028,0.017,365468,637918,1333474,2006774,0.665,0.681,11,10,0.909,1,7,0,0,0,1,0,1,0,1982,MA2,1,5,-0.3735,-0.33,-0.347,0.039,0.030,0.000,0.000,0.839,0,
171,MA,25,1984,MA1984,0.132,0.101,0.158,0.049,447970,768095,1552525,2432129,0.638,0.687,11,10,0.909,0,8,0,0,0,1,0,1,0,1982,MA2,0,5,-0.369,-0.3735,-0.344,0.041,0.034,0.000,0.000,0.840,0,
172,MA,25,1986,MA1986,0.058,0.101,0.100,0.042,368856,473036,1137724,1683784,0.676,0.718,11,10,0.909,0,4,0,0,0,1,0,1,0,1982,MA2,0,5,-0.399,-0.369,-0.354,0.042,0.039,0.000,0.000,0.841,0,
173,MA,25,1988,MA1988,0.061,0.101,0.135,0.033,557828,721973,1724994,2559599,0.674,0.707,11,10,0.909,0,6,0,0,0,1,0,1,0,1982,MA2,0,5,-0.398,-0.399,-0.358,0.044,0.043,0.000,0.000,0.842,0,
174,MA,25,1990,MA1990,0.176,0.101,0.080,0.069,358595,762722,1382730,2242631,0.617,0.685,11,10,0.909,0,6,0,0,0,1,0,1,0,1982,MA2,0,5,-0.398,-0.398,-0.397,0.046,0.048,0.000,0.000,0.843,0,
175,MA,25,1992,MA1992,0.043,0.081,0.026,0.032,577210,626886,1513066,2408193,0.628,0.661,10,8,0.800,0,9,0,0,1,0,0,0,1,1992,MA3,1,5,-0.3885,-0.398,-0.289,0.047,0.052,0.000,0.000,0.857,0,
176,MA,25,1994,MA1994,0.031,0.081,0.098,0.043,506872,553384,1345164,2120513,0.634,0.677,10,8,0.800,0,7,0,0,1,0,0,0,1,1992,MA3,0,5,-0.3845,-0.3885,-0.294,0.048,0.056,0.000,0.000,0.871,0,
177,MA,25,1996,MA1996,0.205,0.081,0.068,0.050,356336,850663,1563333,2413996,0.648,0.698,10,10,1.000,0,9,0,0,1,0,0,0,1,1992,MA3,0,5,-0.477,-0.3845,-0.442,0.048,0.060,0.000,0.000,0.886,0,
178,MA,25,1998,MA1998,0.120,0.081,0.043,0.017,344393,562325,1251116,1813442,0.690,0.707,10,10,1.000,0,7,0,0,1,0,0,0,1,1992,MA3,0,5,-0.487,-0.477,-0.468,0.049,0.064,0.000,0.000,0.900,0,
179,MA,25,2000,MA2000,0.007,0.081,-0.044,-0.012,622846,639328,1885021,2524350,0.747,0.734,10,10,1.000,0,5,0,0,1,0,0,0,1,1992,MA3,0,5,-0.489,-0.487,-0.461,0.050,0.068,0.000,0.000,0.914,0,
180,MA,25,2002,MA2002,0.095,0.095,-0.122,-0.013,429616,632377,1491610,2123987,0.702,0.689,10,10,1.000,0,4,0,0,0,1,0,1,0,2002,MA4,1,5,-0.493,-0.489,-0.474,0.052,0.074,0.000,0.000,0.915,0,
181,MA,25,2004,MA2004,0.054,0.095,-0.091,-0.007,630706,783068,2044480,2827549,0.723,0.716,10,10,1.000,0,5,0,0,0,1,0,1,0,2002,MA4,0,5,-0.4935,-0.493,-0.480,0.054,0.079,0.000,0.000,0.916,0,
182,MA,25,2006,MA2006,0.001,0.095,-0.038,-0.007,537564,539392,1614521,2153913,0.750,0.743,10,10,1.000,0,3,0,0,0,1,0,1,0,2002,MA4,0,5,-0.474,-0.4935,-0.478,0.056,0.085,0.000,0.000,0.918,0,
183,MA,25,2008,MA2008,0.050,0.095,-0.144,-0.019,660392,807324,2128109,2935433,0.725,0.706,10,10,1.000,0,4,0,0,0,1,0,1,0,2002,MA4,0,5,-0.4935,-0.474,-0.485,0.058,0.090,0.000,0.000,0.919,0,
184,MA,25,2010,MA2010,0.277,0.095,-0.102,-0.030,245206,852858,1343271,2196129,0.612,0.582,10,10,1.000,0,9,0,0,0,1,0,1,0,2002,MA4,0,5,-0.4935,-0.4935,-0.478,0.060,0.096,0.000,0.000,0.920,0,
185,MA,25,2012,MA2012,0.125,0.140,-0.042,0.001,571661,952228,2095550,3047778,0.688,0.688,9,9,1.000,0,6,0,0,0,1,0,1,0,2012,MA5,1,3,-0.452,-0.4935,-0.463,0.062,0.102,0.000,0.000,0.921,0,
186,MA,25,2014,MA2014,0.213,0.140,-0.069,-0.002,313479,777926,1404885,2182811,0.644,0.642,9,9,1.000,0,3,0,0,0,1,0,1,0,2012,MA5,0,3,,-0.452,,0.064,0.107,0.000,0.000,0.922,0,
187,MA,25,2016,MA2016,0.083,0.140,-0.113,-0.021,672300,938622,2283223,3221844,0.709,0.688,9,9,1.000,0,4,0,0,0,1,0,1,0,2012,MA5,0,3,,,,0.066,0.113,0.000,0.000,0.924,0,
188,MD,24,1972,MD1972,-0.040,-0.018,0.000,0.007,338504,270970,634087,1218946,0.520,0.527,8,4,0.500,0,8,0,0,0,1,0,1,0,1972,MD1,1,5,-0.006,,-0.040,0.187,0.014,0.125,0.000,0.773,0,
189,MD,24,1974,MD1974,-0.089,-0.018,-0.003,0.025,285351,169427,551890,909557,0.607,0.631,8,5,0.625,0,7,0,0,0,1,0,1,0,1972,MD1,0,5,-0.189,-0.006,-0.126,0.197,0.014,0.125,0.000,0.781,0,
190,MD,24,1976,MD1976,-0.106,-0.018,-0.005,0.027,415021,223659,785927,1277357,0.615,0.643,8,5,0.625,0,7,0,0,0,1,0,1,0,1972,MD1,0,5,-0.1955,-0.189,-0.125,0.206,0.014,0.125,0.000,0.788,0,
191,MD,24,1978,MD1978,0.004,-0.018,0.056,0.061,238243,239783,595602,956051,0.623,0.684,8,6,0.750,0,6,0,0,0,1,0,1,0,1972,MD1,0,5,-0.2765,-0.1955,-0.148,0.216,0.015,0.125,0.000,0.796,0,
192,MD,24,1980,MD1980,0.141,-0.018,0.000,0.029,248625,452898,865969,1403047,0.617,0.646,8,7,0.875,0,8,0,0,0,1,0,1,0,1972,MD1,0,5,-0.2885,-0.2765,-0.221,0.225,0.015,0.125,0.000,0.803,0,
193,MD,24,1982,MD1982,0.014,0.024,0.250,0.047,258801,286779,742600,1091161,0.681,0.728,8,7,0.875,0,8,0,0,0,1,0,1,0,1982,MD2,1,5,-0.286,-0.2885,-0.216,0.229,0.017,0.125,0.000,0.805,0,
194,MD,24,1984,MD1984,-0.027,0.024,0.125,0.033,406090,356432,973696,1525043,0.638,0.671,8,6,0.750,0,7,0,0,0,1,0,1,0,1982,MD2,0,5,-0.228,-0.286,-0.153,0.233,0.019,0.125,0.000,0.807,0,
195,MD,24,1986,MD1986,-0.008,0.024,0.125,0.066,307480,224058,668673,1063074,0.629,0.695,8,6,0.750,0,8,0,0,0,1,0,1,0,1982,MD2,0,5,-0.1565,-0.228,-0.150,0.238,0.022,0.125,0.000,0.809,0,
196,MD,24,1988,MD1988,0.063,0.024,0.123,0.112,396791,396969,942466,1587518,0.594,0.706,8,6,0.750,0,7,0,0,0,1,0,1,0,1982,MD2,0,5,-0.1565,-0.1565,-0.146,0.242,0.024,0.125,0.000,0.811,0,
197,MD,24,1990,MD1990,0.080,0.024,0.125,0.099,264654,276874,565669,1083055,0.522,0.621,8,5,0.625,0,8,0,0,0,1,0,1,0,1982,MD2,0,5,-0.113,-0.1565,-0.099,0.246,0.026,0.125,0.000,0.813,0,
198,MD,24,1992,MD1992,-0.063,-0.059,-0.125,-0.016,556163,343207,955952,1798741,0.531,0.516,8,4,0.500,0,8,0,0,0,1,0,1,0,1992,MD3,1,5,-0.145,-0.113,-0.037,0.252,0.029,0.250,0.000,0.823,0,
199,MD,24,1994,MD1994,0.015,-0.059,0.000,-0.012,374092,298352,662312,1344890,0.492,0.480,8,4,0.500,0,8,0,0,0,1,0,1,0,1992,MD3,0,5,-0.297,-0.145,-0.044,0.258,0.033,0.250,0.000,0.832,0,
200,MD,24,1996,MD1996,-0.070,-0.059,0.000,-0.035,520652,298758,876658,1638821,0.535,0.500,8,4,0.500,0,8,0,0,0,1,0,1,0,1992,MD3,0,5,-0.118,-0.297,0.017,0.265,0.036,0.250,0.000,0.842,0,
201,MD,24,1998,MD1998,-0.069,-0.059,0.000,-0.010,465664,275244,792280,1481812,0.535,0.525,8,4,0.500,0,8,0,0,0,1,0,1,0,1992,MD3,0,5,-0.104,-0.118,0.027,0.271,0.040,0.250,0.000,0.851,0,
202,MD,24,2000,MD2000,-0.107,-0.059,0.000,0.006,645927,312654,1060857,1917163,0.553,0.559,8,4,0.500,0,8,0,0,0,1,0,1,0,1992,MD3,0,5,-0.0905,-0.104,0.037,0.277,0.043,0.250,0.000,0.861,0,
203,MD,24,2002,MD2002,0.159,0.046,0.000,0.055,312364,516216,904250,1657161,0.546,0.600,8,6,0.750,0,8,0,0,0,1,0,1,0,2002,MD4,1,5,-0.3035,-0.0905,-0.106,0.280,0.051,0.250,0.000,0.863,0,
